,T-1,T-2,T-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA03003139,1,7,7,0.005,2,2,0.201167187443037,1.90508835297453,Not sig
BraA03003140,83,55,73,59,68,91,0.861912888986326,-0.0470851360697414,Not sig
BraA03003141,12,2,0.005,49,21,201,0.264927032203827,-4.27427896305409,Not sig
BraA03003146,104,58,81,80,88,180,0.396025359914424,-0.518130992242947,Not sig
BraA03003147,7,3,2,2.32,0.005,0.005,0.157450136793613,2.3646325458416,Not sig
BraA03003150,31.96,31.56,33.54,3,4,1,2.86158427981441e-05,3.60080495498947,Up
BraA03003151,5.04,5.44,5.46,0.005,0.005,0.005,0.000663362467504222,10.0534734132693,Up
BraA03003152,211.85,234.43,245.83,430.26,510.24,389.77,0.0201765308802836,-0.942645839056887,Not sig
BraA03003153,28,47.58,32.97,47.37,83.18,178.18,0.227559706544432,-1.50798595378751,Not sig
BraA03003154,35,41,40,4,2,21,0.0300298195930166,2.1030934929641,Up
BraA03003155,220.9,244.43,274.91,159.69,182.93,226,0.0864972426498177,0.380528252336742,Not sig
BraA03003157,1.1,6.57,1.09,2.31,2.07,0.005,0.518960505539624,0.99835402715644,Not sig
BraA03003158,15,20,24,15,29,25,0.541119190799505,-0.225881407416328,Not sig
BraA03003159,2,0.005,1,0.005,2,4,0.495500620414831,-0.998799254994449,Not sig
BraA03003161,0.005,1,2,0.005,2,2,0.724380667344825,-0.414437251697525,Not sig
BraA03003162,10.51,9.22,13,7.11,12,4.11,0.305782171500112,0.495245630179197,Not sig
BraA03003163,147,171.86,157,203,257,151,0.276499644659502,-0.360635190994178,Not sig
BraA03003165,60.49,86.78,66,65.89,82,40.89,0.604993282465219,0.175975111972852,Not sig
BraA03003166,121,159,205,168,131,100,0.412871216742921,0.281596000852144,Not sig
BraA03003167,20,28,38,142,138,94,0.0166189394857005,-2.12062970518554,Down
BraA03003168,279,320,347,82,86,97,0.00550817357257874,1.83584782388883,Up
BraA03003170,6.43,5.21,0.005,1.25,0.38,1.21,0.273547162387722,2.03574780470618,Not sig
BraA03003171,83.57,77.79,79,11.75,15.62,29.79,0.00445565174464076,2.07211900543805,Up
BraA03003172,80,104,153,91,108,96,0.584969242110051,0.192033636932655,Not sig
BraA03003173,152,204,122,394,469,475,0.00130142759943075,-1.48499559266071,Down
BraA03003174,3,8,7,0.005,0.005,3,0.0612973657522488,2.58016151445733,Not sig
BraA03003177,35,22,15,38,52,77,0.0904871609143113,-1.21377929103174,Not sig
BraA03003178,325,297,230,81,51,26,0.00475395455454468,2.43092887204874,Up
BraA03003180,138,225,137,110,178,193,0.878281539385344,0.0558912008920449,Not sig
BraA03003181,37,60,55,37,53,70,0.833421726142182,-0.0740005814437769,Not sig
BraA03003182,7,6,11,4,5,12,0.754596008587415,0.192645077942396,Not sig
BraA03003183,627,923,990,767,765,694,0.448603638117288,0.190374904317569,Not sig
BraA03003184,107,239,280,27,42,39,0.0793867640125031,2.53513134476915,Not sig
BraA03003185,27,29,28,41,101,72,0.129337181928128,-1.34914956362239,Not sig
BraA03003186,398,476,478,1257,1314,978,0.0149810928051516,-1.39231742277876,Down
BraA03003187,12,18,7,2,1,10,0.135055746432407,1.50901364748786,Not sig
BraA03003188,54,69,39,44,40,27,0.182773199151149,0.545434136534519,Not sig
BraA03003189,52,89,74,68,106,104,0.269994738615256,-0.370748223134047,Not sig
BraA03003190,316,375,364,921,895,632,0.0332382973767731,-1.2143605590981,Down
BraA03003191,125,164,190,9,4,15,0.0135009429355382,4.09652692367858,Up
BraA03003192,199,216.44,163.36,209.11,267.99,209.74,0.226459977433762,-0.246909139196119,Not sig
BraA03003193,130,145,148,80,84,111,0.0192512857530863,0.621226044707928,Not sig
BraA03003194,88,130,173,42,47,181,0.491100297790723,0.534209200256521,Not sig
BraA03003195,10,6,3,0.005,10,1,0.525123039103777,0.787840273326753,Not sig
BraA03003196,390,339,351,424,348,467,0.265383481414455,-0.198144875089771,Not sig
BraA03003198,203.02,221.01,177.02,197.03,212.95,313,0.38247118810362,-0.266470727558019,Not sig
BraA03003199,8,6,4,8,1,9,1,0,Not sig
BraA03003200,70,62,65,76,54,70,0.896660625736844,-0.0218043703183484,Not sig
BraA03003201,133,72,98,80,94,72,0.399317688917089,0.300659478133711,Not sig
BraA03003202,11.5,9.5,12,0.005,1.5,4,0.00457201550939497,2.58365155556881,Up
BraA03003206,11.5,9.5,12,0.005,1.5,4,0.00457201550939497,2.58365155556881,Up
BraA03003207,2.06,7,4,11,8,32,0.233198733147119,-1.96534235019979,Not sig
BraA03003208,391,491,453,350,456,410,0.401815779916096,0.134696513131331,Not sig
BraA03003209,97,108,100,161,174,254,0.0809810379507183,-0.949458391380212,Not sig
BraA03003212,233.39,206,280.97,35,49,47,0.00995942878859909,2.45915126203588,Up
BraA03003213,159,235,175,171,200,186,0.882996531695468,0.0307513249665502,Not sig
BraA03003214,25,33,37,41,51,42,0.0526615565677666,-0.496233582126825,Not sig
BraA03003216,462.77,589.1,631.06,3,0.005,21,0.0074750865322809,6.13149642405683,Up
BraA03003220,324,363,392,31,33,104,0.000735651023126004,2.68316172670926,Up
BraA03003221,0.005,1,0.005,1,2,4,0.139917758699945,-2.79299962908053,Not sig
BraA03003222,74,108,71,346,406,252,0.0243587228777747,-1.98854997925646,Down
BraA03003223,222,267,269,290,342,326,0.0373316191589885,-0.337827807565089,Not sig
BraA03003224,32,41,24,53,57,94,0.0978776959472342,-1.07251249978437,Not sig
BraA03003225,50,85,67,51,105,136,0.354433078176438,-0.531613076128223,Not sig
BraA03003226,158,149,125,13,13,28,0.00152191696525257,3,Up
BraA03003227,27,74,64,50,60,106,0.491479842172701,-0.388565287917653,Not sig
BraA03003229,191,219,146,764,688,639,0.000841852516876488,-1.91103627386607,Down
BraA03003230,5,9,17,4,4,17,0.739189584516669,0.31034012061215,Not sig
BraA03003231,1,3,0.005,2,0.005,1,0.769650151406301,0.414437251697525,Not sig
BraA03003232,193,235,194,75,45,128,0.018549433510812,1.32657445974373,Up
BraA03003233,88.77,82.74,75,1048.74,831.92,315.75,0.0959806073366014,-3.15542930712209,Not sig
BraA03003234,165,286,205,193,252,260,0.717582184647093,-0.103927442668072,Not sig
BraA03003235,260,239,230,557,741,469,0.0481153407877227,-1.27731132022468,Down
BraA03003236,6,7,18,38,49,38,0.00416283369785941,-2.01158797427521,Down
BraA03003237,138,194,153,337,477,260,0.0821006939727544,-1.14693734091092,Not sig
BraA03003238,5,1,8,4,7,3,1,0,Not sig
BraA03003239,0.005,1,4,3,0.005,3,0.841731335819707,-0.262794176869641,Not sig
BraA03003240,29,61,57,0.005,0.005,5,0.0392330385803503,4.87486174141588,Up
BraA03003241,1573,1931,2098,2414,2753,2056,0.104955248894659,-0.366656186966649,Not sig
BraA03003243,100,117.75,113.9,25,69.81,44.6,0.0252709728485737,1.25032747519286,Up
BraA03003244,3,2,4,0.005,7,10,0.464025145005097,-0.917962099490805,Not sig
BraA03003245,14,11,11,8,8,18,0.863348084564482,0.082462160191973,Not sig
BraA03003246,4,22,30,224.12,238,216,4.09515622873934e-05,-3.59804186273959,Down
BraA03003247,366,484,444,538,656,827,0.085961067501761,-0.643231704387228,Not sig
BraA03003254,209,167,232,101,146,101,0.0253969627407939,0.804984017594857,Not sig
BraA03003257,447.18,567.18,358,882.67,960.52,1043.16,0.00341201189649005,-1.07258727066205,Down
BraA03003259,115.17,81.91,92.73,123.87,165.9,122.73,0.0849972759772793,-0.509286742884928,Not sig
BraA03003260,128.46,119.93,107.79,145.29,218.98,128.44,0.240180646596801,-0.468132243371929,Not sig
BraA03003261,59.36,58.17,67.47,117.84,168.13,113.83,0.0511822913059134,-1.11175320134095,Not sig
BraA03003262,0.005,2,6,0.005,0.005,7,0.915508867793398,0.191486958505634,Not sig
BraA03003264,64,110,120,72,71,53,0.1903614556244,0.584962500721156,Not sig
BraA03003267,27.98,23.93,31.57,42.7,51.34,57.32,0.0177970915509724,-0.85848148817956,Not sig
BraA03003268,6.56,8.99,8.54,0.63,1.49,2.42,0.00307685201665221,2.40767019094756,Up
BraA03003269,11.45,19.08,8.89,8.67,23.17,36.26,0.356131162731247,-0.788727021855948,Not sig
BraA03003270,2,0.005,2,0.005,0.005,0.005,0.183503419072274,8.06069593168755,Not sig
BraA03003272,148.96,210.2,147.15,268.11,418.68,492.19,0.06551814007976,-1.2194463609673,Not sig
BraA03003273,64,62,61,17,23,18,0.000323024954231736,1.68891346476006,Up
BraA03003274,14,18,25,24,32,30,0.0788190155289147,-0.593374740537356,Not sig
BraA03003275,12,8,11,0.005,1,0.005,0.00992121769255117,4.93984101740981,Up
BraA03003276,3,2,2,6,5,1,0.389698254292883,-0.777607578663552,Not sig
BraA03003277,33,49,33,18,16,18,0.0567945303275186,1.14505033280328,Not sig
BraA03003278,226,573,357,40,48,47,0.0780553298010117,3.09811008544985,Not sig
BraA03003279,12,16,24,13,4,8,0.115407947387266,1.05658352836637,Not sig
BraA03003280,247,326,242,648,833,757,0.00444709856372872,-1.45733807185795,Down
BraA03003281,100,172.08,116,268.65,271.28,447.25,0.0634526299380818,-1.34695908152642,Not sig
BraA03003284,258,261,266,39,63,94,0.00567457969968532,2.00183899966378,Up
BraA03003285,134,146,142,173,186,137,0.230465643495366,-0.23309712167969,Not sig
BraA03003286,136.67,185.67,159.99,155.33,201.13,194.33,0.319570353035583,-0.191481820762363,Not sig
BraA03003287,136.67,185.67,159.99,155.33,201.13,194.33,0.319570353035583,-0.191481820762363,Not sig
BraA03003291,2,7,4,0.005,0.005,0.005,0.0966291998912722,9.75933340719466,Not sig
BraA03003292,22,15,14,12,10,20,0.492137948674924,0.280107919192735,Not sig
BraA03003293,61,76,72,37.05,40,46.94,0.00921075587525386,0.753279172759911,Not sig
BraA03003294,4812.99,6333.79,6088,2366.99,2575,3045.61,0.0123197579291665,1.1094888900162,Up
BraA03003296,31,45,35,36,76,51,0.272856047111154,-0.554312287880972,Not sig
BraA03003297,14,11,8,0.005,0.005,0.005,0.0239288144439447,11.103287808412,Up
BraA03003298,285,402,267,293,414,540,0.317782966513028,-0.386400293824159,Not sig
BraA03003300,416,587,480,329,429,428,0.184291592259983,0.322414587908627,Not sig
BraA03003301,12,10,8,191,223,76,0.0751897818504809,-4.02974734339405,Not sig
BraA03003302,7,18,12,30,60,21,0.164444196801922,-1.58496250072116,Not sig
BraA03003303,209,265,178,393,555,702,0.0556634775449941,-1.3395221549021,Not sig
BraA03003304,2,5,0.005,272,268,128,0.0430907249773925,-6.57531924181796,Down
BraA03003305,44,68,79,129,129,91,0.0341018805157134,-0.869654398173903,Not sig
BraA03003306,152,180,144.49,306,301,285,0.00112479060008437,-0.904597773243932,Not sig
BraA03003308,32,41,18,55,60,93,0.0614020533917086,-1.1926450779424,Not sig
BraA03003309,8,19,11,9,12,9,0.507254606350251,0.341036917835067,Not sig
BraA03003310,24,18,19,198,203,181,0.000724220153131997,-3.2541380053454,Down
BraA03003311,229,313,248,554,776,663,0.0146530751319273,-1.33501715177459,Down
BraA03003312,31,23,34,48,80,79,0.0527897279779094,-1.23405533886203,Not sig
BraA03003313,93,136,94,150,253,256.27,0.068875662900709,-1.02933526827439,Not sig
BraA03003314,15,15,14,89,61,65,0.0225956928986075,-2.28876123095216,Down
BraA03003316,79,76,82,21,36,52,0.0371456281560302,1.12055892412133,Up
BraA03003317,0.005,1,0.005,17,13,18,0.00720903957503276,-5.57060720774409,Down
BraA03003318,2,3,0.005,2084,3052,1384,0.0461766749501417,-10.3472861800572,Down
BraA03003319,3,7,3,5,11,9,0.15001237341224,-0.943416471633633,Not sig
BraA03003321,27,22,45,17,28,33,0.565877442279639,0.269186632815389,Not sig
BraA03003322,1,1,1,10,9,11,0.00408999668952137,-3.32192809488736,Down
BraA03003323,2,0.005,2,0.005,0.005,0.005,0.183503419072274,8.06069593168755,Not sig
BraA03003324,0.005,2,4,0.005,0.005,1,0.283147152414743,2.57180895295384,Not sig
BraA03003329,801,940,778,0.005,0.005,1,0.00361412814635382,11.2842801137572,Up
BraA03003330,135,153,109,186,185,139,0.136623591985903,-0.3613582397159,Not sig
BraA03003331,24,40,26,10,8,15,0.0478406280668847,1.44745897697122,Up
BraA03003333,84,94,87,62,66,95,0.309074211928227,0.248948649530257,Not sig
BraA03003334,120,111,164,295,299,310,0.00608296568530007,-1.19447011935072,Down
BraA03003335,54,79,57,72,108,106,0.0949800189581382,-0.590015728447441,Not sig
BraA03003336,0.005,0.005,0.005,66,79,216,0.128949976864034,-14.5547487159407,Not sig
BraA03003337,200,225,281,28,41,50,0.010550966185639,2.56870660996324,Up
BraA03003341,57,52,59,4,4,11,0.000100143264322411,3.14438990933518,Up
BraA03003342,520,777,662,840,845,1510,0.197889456882925,-0.70569853356677,Not sig
BraA03003343,13,15,11,8,15,15,0.906415609874658,0.037474705418663,Not sig
BraA03003346,0.005,1.22,2.62,0.005,0.005,0.005,0.233130644250592,8.00187728724067,Not sig
BraA03003347,2,0.005,1,0.005,0.005,0.005,0.225662696077777,7.64625867999003,Not sig
BraA03003348,14,20,16,30,31,35,0.0029779166981546,-0.941106310946431,Not sig
BraA03003349,9,17,6,0.005,0.005,6,0.101360470233055,2.41263500906354,Not sig
BraA03003350,206,229,182,398,567,611,0.0342094920353032,-1.35292514030696,Down
BraA03003351,0.005,1,0.005,2,3,2,0.0131990406846219,-2.79299962908053,Down
BraA03003352,22,37,19,15,20,16,0.243310589288184,0.612976876890753,Not sig
BraA03003355,77,112,66,141,199,343,0.13441868018504,-1.42138833143123,Not sig
BraA03003357,22.85,42.52,26,1,0.005,1,0.0391134434138847,5.51004641347119,Up
BraA03003359,62,74,69,36,51,30,0.0240989839678605,0.809115379922041,Not sig
BraA03003361,271,457,286.03,403,612,788.42,0.12692901342989,-0.830635091366789,Not sig
BraA03003362,78,75,94,55,74,59,0.0759275068589376,0.39377837990704,Not sig
BraA03003363,56,41,47,53,78,89,0.126723030969971,-0.611434712082347,Not sig
BraA03003366,6,6,6,2,1,0.005,0.0130169799164342,2.58256001050585,Up
BraA03003368,332,350,332,496,648,389,0.147065878528663,-0.596300044655437,Not sig
BraA03003371,55,77,59,70,70,78,0.315678478121615,-0.190755496741178,Not sig
BraA03003372,193,222,206,258,363,320,0.0638108490527292,-0.599601454508055,Not sig
BraA03003373,28,108,57,6,16,21,0.161882853134913,2.16619228256598,Not sig
BraA03003374,155,212,165,35,32,30,0.013895409877432,2.45536959331406,Up
BraA03003375,44,36,27,31,45,60,0.387949974937188,-0.345995854849193,Not sig
BraA03003376,89,97,75,79,126,131,0.267450615313249,-0.364411426208876,Not sig
BraA03003378,52,42,30,174,247,196,0.0116482144568442,-2.31493036876254,Down
BraA03003379,11,63,45,4,12,2,0.15325538484892,2.72489276186563,Not sig
BraA03003380,168,325,293,30,17,16,0.0362896245310066,3.64110557875869,Up
BraA03003381,1804,2833,1553,11853,8415,3310,0.141443440341837,-1.92943003258421,Not sig
BraA03003383,56,70,72,52,132,89,0.393138010317796,-0.463400520840243,Not sig
BraA03003384,60,69,57,145,224,150,0.046612460194135,-1.48043191724985,Down
BraA03003385,76,100,91,165,223,232,0.0215311490888189,-1.21542847358668,Down
BraA03003386,394.89,468.93,343.05,815,1221.21,1559.78,0.0621523947798873,-1.57511872672548,Not sig
BraA03003388,0.005,1.44,1.74,0.005,0.005,0.005,0.187135395694492,7.73018706153514,Not sig
BraA03003389,309,571,472,68,101,132,0.0380648813055082,2.16725975952248,Up
BraA03003391,46,19,45,14,18,36,0.281179223919297,0.69389687227432,Not sig
BraA03003392,0.005,0.005,1,1,1,0.005,0.518518518518518,-0.989246943703125,Not sig
BraA03003395,5,7,8,16,11,29,0.151456457522499,-1.48542682717024,Not sig
BraA03003396,60,81,87,69,86,55,0.647203327147574,0.118644496498619,Not sig
BraA03003397,115,124,86,214,287,288,0.0123556656614882,-1.27958558209764,Down
BraA03003399,321,356,372,346,390,275,0.754652946099205,0.0532316806742531,Not sig
BraA03003400,37,64,60,108,103,51,0.198012497442263,-0.702506123422833,Not sig
BraA03003401,2,0.005,1,0.005,1,2,1,0,Not sig
BraA03003402,122,154,158,164,106,49,0.369908478942929,0.44413861867961,Not sig
BraA03003405,359,565,464,16,27,55,0.0157861855147049,3.82408200846305,Up
BraA03003407,38,46,32,71,72,67,0.0091307446533263,-0.856264522538551,Not sig
BraA03003408,50,27,36,24,20,22,0.140305527437647,0.775784843056734,Not sig
BraA03003409,18,16,24,8,7,25,0.420247692546427,0.53605290024021,Not sig
BraA03003411,13,18,15,24,24,31,0.0227434493758227,-0.78021879212009,Not sig
BraA03003412,38,62,63,6,20,28,0.0273060232549725,1.59384065206761,Up
BraA03003413,3,8,2,51,46,43,0.000194507933775984,-3.42884329880387,Down
BraA03003414,23,39,35,80,140,66,0.103145117724615,-1.55995849459126,Not sig
BraA03003415,86,100,108,71,132,100,0.884821701330582,-0.0435016386365866,Not sig
BraA03003416,451,535,549,712,904,767,0.0213277990745082,-0.634540295932729,Not sig
BraA03003417,121,148,173,169,195,150,0.295225673087049,-0.217721989802446,Not sig
BraA03003418,78.39,123.13,86,177,252,312.21,0.0481419902610084,-1.36622003158856,Down
BraA03003419,30,24,30,22,36,29,0.839076724495279,-0.0506260730699679,Not sig
BraA03003420,145,190,146,233,295,556,0.176833285128996,-1.17225595758383,Not sig
BraA03003422,45,51,79,0.005,0.005,0.005,0.0307845438761777,13.5101048008859,Up
BraA03003423,51,64,71,61,70,58,0.892806911712498,-0.0230836131130413,Not sig
BraA03003424,85.77,77.32,93.52,106.75,123.33,69.93,0.460005863657295,-0.225433196921093,Not sig
BraA03003428,317,430,344,377,610,484,0.193039769107268,-0.431146144931223,Not sig
BraA03003430,155,261,201,139,186,393,0.718645252597133,-0.218713354673634,Not sig
BraA03003436,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA03003437,445,770,679,930,856,943,0.0932947126414289,-0.526936063805755,Not sig
BraA03003438,1,1,0.005,1,9,3,0.265627875191094,-2.6968374814609,Not sig
BraA03003439,1,2,2,1,0.005,0.005,0.0474224610005285,2.30757280191029,Up
BraA03003441,33,55,39,1,1,31,0.0683511046827405,1.94429056741371,Not sig
BraA03003442,328,537,399,99,177,263,0.0387397499497414,1.2296392854246,Up
BraA03003444,1,1,1,0.005,1,0.005,0.183503419072274,1.57060720774409,Not sig
BraA03003445,2,5,2,0.005,0.005,1,0.105036958681944,3.15556970846524,Not sig
BraA03003446,331,415,363,663,855,864,0.0141772683520644,-1.1029140477024,Down
BraA03003447,38.8,66.26,66.81,26.43,24.08,27.55,0.0756916726837334,1.1386623757144,Not sig
BraA03003448,7,8,7,3,9,1,0.337886179748178,0.758991900496205,Not sig
BraA03003449,387.2,471.74,598.19,54.57,66.92,35.45,0.0176608835697195,3.21484458488202,Up
BraA03003450,416,437,434,721,633,448,0.165618917565951,-0.485586957592837,Not sig
BraA03003452,5.92,5.98,5,59,66.36,151,0.0993927702152593,-4.03145366534446,Not sig
BraA03003453,1.08,1.02,0.005,0.005,13.64,0.005,0.486527752408162,-2.69700881274082,Not sig
BraA03003458,6,16,3,31,50,29,0.0312965200938037,-2.13750352374993,Down
BraA03003459,117,152,167,38,42,43,0.0186929602677771,1.82566981943769,Up
BraA03003461,0.005,4.47,0.29,0.69,0.005,2.19,0.720353438334914,0.723904895264459,Not sig
BraA03003462,1,2,2,0.005,0.005,0.005,0.0379642790009995,8.38082178394093,Up
BraA03003463,12,13,13,6,9,12,0.164340603514087,0.493040011280117,Not sig
BraA03003465,1,3.37,2,0.005,1,0.005,0.104512636965324,2.65693807950451,Not sig
BraA03003466,111,145,155,288,343,218,0.0430977133253968,-1.04662615987136,Down
BraA03003469,38,55,54,50,43,29,0.371470831989731,0.268935007273478,Not sig
BraA03003474,46,47,49,72,63,62,0.0222811589894153,-0.472304699951694,Not sig
BraA03003475,252,263,263,436,458,349,0.0416713342969946,-0.675984236066293,Not sig
BraA03003476,9,13,10,68,44,64,0.0208300579056707,-2.4594316186373,Down
BraA03003477,70,73,69,15,21,21,0.000110462432767573,1.89503044039846,Up
BraA03003478,147,183,141,158,251,179,0.303018037044058,-0.320089095223581,Not sig
BraA03003479,68,88,77,184,211,195,0.000412363812952915,-1.34038499959492,Down
BraA03003480,51,60,41,94,110,88,0.00600578126050276,-0.941897045436432,Not sig
BraA03003481,7,2,6,7,2,9,0.719935958572318,-0.263034405833794,Not sig
BraA03003482,72,82,78,182,182,250,0.0285788571739953,-1.40411385024261,Down
BraA03003487,565,628,566,674,894,677,0.147845993427524,-0.351959962156548,Not sig
BraA03003488,488,648,658,177,274,274,0.0092920465591877,1.30712699001696,Up
BraA03003489,3,2,3,4,12,12,0.127487717768365,-1.8073549220576,Not sig
BraA03003490,168,251,157,315,532,399,0.053199078296105,-1.11316335158169,Not sig
BraA03003491,8,6,2,10,19,18,0.0468215901546757,-1.55458885167764,Down
BraA03003503,68,65,56,58,91,106,0.257671520964598,-0.432111012637785,Not sig
BraA03003504,88,105,93,157,158,166,0.00119557700485507,-0.750021746991653,Not sig
BraA03003507,0.005,1,1,6,0.005,5,0.244867879059691,-2.45648500343664,Not sig
BraA03003508,15,23,17,20,20,35,0.31898464965004,-0.447458976971221,Not sig
