	TH-1	TH-2	TH-3	T-1	T-2	T-3	pvalue	log2FC	UPDOWN
BraA02002210	96	57	80	59	61	81	0.47630884983946	0.213134453475352	Not sig
BraA02002212	73	62	115	136	159	187	0.0244205447859044	-0.947105051567875	Not sig
BraA02002214	154	160	167	162	164	129	0.531823565386984	0.0801703486839834	Not sig
BraA02002216	34	14	25	9	4	4	0.0742017966871325	2.10236171762968	Not sig
BraA02002217	86	33	59	1	0.005	0.005	0.0610909500024743	7.46137813798933	Not sig
BraA02002218	78	107	86	0.005	0.005	0.005	0.0090407359721331	14.1410427304074	Up
BraA02002220	14	12	3	8	8	2	0.414875337799314	0.68805599368526	Not sig
BraA02002222	1059	1276	1278	300	357	365	0.00435277380878371	1.82180205849482	Up
BraA02002223	1	1	0.005	75	78	57	0.00869545253521519	-6.71064328098593	Down
BraA02002226	0.005	0.005	0.005	1	0.005	1	0.183503419072274	-7.06249592573376	Not sig
BraA02002227	0.005	0.005	0.005	9	8	9	0.00147771635806372	-10.7593334071947	Down
BraA02002229	39	47	17	58	92	62	0.0620525290666005	-1.04141992737998	Not sig
BraA02002230	53	30	37	14	14	25	0.061347302216792	1.17897014104532	Not sig
BraA02002234	0.005	0.005	0.005	5	2	4	0.0534048643368434	-9.51832530769087	Not sig
BraA02002237	82	122	82	21	58	45	0.0367670499855753	1.20567502639151	Up
BraA02002243	231	210	320	186	216	225.94	0.318915375522042	0.27726973830273	Not sig
BraA02002244	145	80	111.99	120	146	168	0.243817727549622	-0.364989261839662	Not sig
BraA02002248	265	228	285	253	255	333	0.543860363654043	-0.112335645268952	Not sig
BraA02002249	236	211	92	130	176	102	0.443864346287575	0.40171612078101	Not sig
BraA02002250	6	3	0.005	41	65	56	0.0141464171129191	-4.16912372675307	Down
BraA02002251	38	28	25	114	172	185	0.025356951217157	-2.37178860941409	Down
BraA02002252	19	14	14	27	37	28	0.0246227674662443	-0.968973104379376	Not sig
BraA02002253	94	74	89	108	123	177	0.129290733188814	-0.666800792777618	Not sig
BraA02002254	35	57	54	38	47	41	0.442606903895967	0.212544635380101	Not sig
BraA02002256	0.005	0.005	0.005	3	1	0.005	0.270069503221121	-8.06069593168755	Not sig
BraA02002257	0.005	0.005	0.005	15	36	2	0.216511079352602	-11.7868141436168	Not sig
BraA02002258	17	14	10	57	73	87	0.0169869741363608	-2.4039992278264	Down
BraA02002260	51	19	27	3	6	2	0.0942707403927931	3.14048122354983	Not sig
BraA02002261	24	23	22	7	4	5	0.000199459765707113	2.10852445677817	Up
BraA02002262	1034	1148	1464	392	787	555	0.0213284493098334	1.0722106628173	Up
BraA02002264	108	55	63	233	306	243	0.00383045240406329	-1.79084583489216	Down
BraA02002265	1	4	1	0.005	0.005	0.005	0.184185537236751	8.64385618977473	Not sig
BraA02002266	3	12	1	0.005	2	1	0.328137976529337	2.41263500906354	Not sig
BraA02002267	1337	855	2274	16	9	9	0.0711321411746359	7.03730469457213	Not sig
BraA02002268	11	17	13	4	6	4	0.0248203975464553	1.55019708256048	Up
BraA02002271	11	3	5	65	125	77	0.0437224707083438	-3.81276841824397	Down
BraA02002274	22	8	20	29	58	43	0.0661829125095226	-1.37851162325373	Not sig
BraA02002275	0.005	0.005	1	77	37	193	0.161024895220701	-8.24773955239311	Not sig
BraA02002276	1	3	2	4269	2010	2761	0.0453659886526754	-10.5571445565814	Down
BraA02002277	0.005	0.005	0.005	0.005	6	11	0.21671806388243	-10.1467807899867	Not sig
BraA02002279	0.005	0.005	0.005	7	4	3	0.0604995959968452	-9.86624861111117	Not sig
BraA02002280	80	91	104	51	79	114	0.638504171319731	0.172550470849136	Not sig
BraA02002282	10	9	13	5	10	3	0.141737465531826	0.830074998557688	Not sig
BraA02002284	0.57	2.06	9.09	1.35	2.17	2.44	0.54170735538168	0.975588333960086	Not sig
BraA02002285	94.43	61.94	66.91	43.65	69.83	49.56	0.196939033058824	0.453628072900253	Not sig
BraA02002287	789	633.09	916	338	509	394	0.0265592773689929	0.913827349069664	Not sig
BraA02002288	475	462	645	499	548	546	0.956966841146527	-0.00999666705251793	Not sig
BraA02002289	1	1	0.005	8	6	10	0.0177007035167136	-3.58136026404096	Down
BraA02002292	63.5	76	55	72	101.5	189	0.249932145100679	-0.898210839916105	Not sig
BraA02002295	63.5	76	55	72	101.5	189	0.249932145100679	-0.898210839916105	Not sig
BraA02002296	13	15	12	3	19	14	0.806038110863422	0.15200309344505	Not sig
BraA02002298	0.005	1	0.005	1	2	0.005	0.386643207845422	-1.57300969795939	Not sig
BraA02002302	30	38	23	57	57	91	0.0638862935822082	-1.17168545930675	Not sig
BraA02002303	303	264	467	22	29	24	0.0357022981232985	3.78520177981905	Up
BraA02002304	185	277	184	2	7	8	0.0206339460643404	5.24792751344359	Up
BraA02002313	6	18	10	6	7	11	0.455485504951162	0.502500340529183	Not sig
BraA02002321	464	553.36	817	161	208.97	256	0.0548443629500402	1.55111137913505	Not sig
BraA02002322	460	458	526	362	427	479	0.231987610223799	0.187515996747763	Not sig
BraA02002324	147	110	128	78	106	74	0.0450151257179333	0.57748738015901	Not sig
BraA02002326	354	343	475	77	116	107	0.015087858249281	1.96593816392637	Up
BraA02002327	4	0.005	2	0.005	0.005	0.005	0.225532721242951	8.64505793498448	Not sig
BraA02002331	175	123	164	200	239	214	0.0355736113844644	-0.499190140130373	Not sig
BraA02002333	25	27	18	70	73	39	0.0675100166227529	-1.37851162325373	Not sig
BraA02002337	0.005	4	1	0.005	0.005	81	0.44714777273178	-4.01665803332866	Not sig
BraA02002338	0.005	3	20	0.005	0.005	110.78	0.512524883639479	-2.26780830682352	Not sig
BraA02002339	70	60	110	123	160	199	0.0454768514365812	-1.00599874062144	Down
BraA02002340	6	4	3	6	12	11	0.0847397878482304	-1.15754127698648	Not sig
BraA02002343	0.005	0.005	1	101	122	142	0.00934163320575552	-8.49739736079031	Down
BraA02002347	193	128	48	103	81	89	0.526292425713543	0.434719865140544	Not sig
BraA02002348	151	144	265.02	106	128	149	0.268160910742169	0.548133958922834	Not sig
BraA02002349	0.005	0.005	2	0.005	2	2	0.518518518518519	-0.994606741229782	Not sig
BraA02002351	55	38	53	55	82	64	0.138040720939512	-0.461227132298912	Not sig
BraA02002354	4	3	1	3	5	0.005	0.999273372762152	-0.000901402741532411	Not sig
BraA02002355	2	1	7	0.005	5	2	0.694767077243644	0.513543044231269	Not sig
BraA02002356	30	25	31	20	26	27	0.207089087047324	0.236440195822081	Not sig
BraA02002359	60	61	72	162	207	247	0.0266089235025505	-1.67432950342682	Down
BraA02002361	2	1	0.005	0.005	1	0.005	0.386643207845422	1.57300969795939	Not sig
BraA02002362	78	85	144	34	22	35	0.069898661652147	1.75430020517148	Not sig
BraA02002363	6	3	0.005	28	33	37	0.00131565657977326	-3.44398356798366	Down
BraA02002370	82	72	57	36	87	52	0.526697148427712	0.269888076874856	Not sig
BraA02002374	84	67	71	23	52	42	0.0335649212566034	0.924051146766701	Not sig
BraA02002375	1	0.005	1	2	2	0.005	0.437051762570445	-0.99820000595379	Not sig
BraA02002376	15	16	16	94	126	121	0.0100652667709595	-2.85903907734654	Down
BraA02002378	25	40	8	128	118	237	0.0624688214819293	-2.72605481995576	Not sig
BraA02002380	10	44	30	25	113	80	0.217305941976837	-1.37586690199817	Not sig
BraA02002382	349	358	439	25	27	34	0.00612610575331186	3.73612657405481	Up
BraA02002384	4	6	1	306	391	507	0.0207370578567615	-6.7741880581224	Down
BraA02002388	5	2	3	4	5	2	0.802482016928897	-0.137503523749935	Not sig
BraA02002390	0.005	1	0.005	5	5	9	0.0393222595350406	-4.23357222046652	Down
BraA02002391	16	7	23	347	401	672	0.0447045183625045	-4.94811325833503	Down
BraA02002392	102	94	118	70	114	115	0.781646625510953	0.0706190746935219	Not sig
BraA02002393	109	121.87	129	313.43	286	342.74	0.00338095402371237	-1.38851155606694	Down
BraA02002396	0.005	1.13	0.005	3.57	0.005	5.26	0.235774144854258	-2.95419631038688	Not sig
BraA02002397	0.005	6	4	2	3	0.005	0.46082332230958	0.999279193069748	Not sig
BraA02002399	57	44	56	8	1	2	0.00188571968435353	3.83518913025433	Up
BraA02002402	458	839	517	34	31	50	0.0407340268656388	3.97946868958415	Up
BraA02002403	2024	1947	2288	515	754	598	0.000603082963722897	1.74521024871768	Up
BraA02002405	1	0.005	0.005	86	120	79	0.0173712007296841	-8.14046281607503	Down
BraA02002411	204	230	138	136	190	182	0.550015773528995	0.171186650006223	Not sig
BraA02002415	0.005	0.005	0.005	7	8	8	0.00188746997375719	-10.5824556451106	Down
BraA02002417	23	31	25	6	11	13	0.0071876952388069	1.39689015256858	Up
BraA02002420	264	286	245	113	158	107	0.00305313470476208	1.07256862595065	Up
BraA02002421	1	0.005	5	2	6	1	0.667891507997253	-0.583760755511403	Not sig
BraA02002422	6	1	1	2	1	3	0.735499321548675	0.415037499278844	Not sig
BraA02002423	39	55	65	34	38	48	0.226441214748946	0.405992359675837	Not sig
BraA02002428	1	0.5	2.5	1	0.5	0.5	0.384052598330921	1	Not sig
BraA02002430	1	0.5	2.5	1	0.5	0.5	0.384052598330921	1	Not sig
BraA02002431	150	36.9	63	3132	3665	4708	0.0144907830308094	-5.52476627191211	Down
BraA02002436	79	64	34	151	195	167	0.00372808731655075	-1.53520946552406	Down
BraA02002437	36	16	26	32	39	30	0.320097954036258	-0.372809263889546	Not sig
BraA02002438	5	1	0.005	43	70	68	0.0189342368365788	-4.9136816411523	Down
BraA02002440	2	1	0.005	144	169	185	0.00510444939365808	-7.37263694113162	Down
BraA02002441	35	18	23	76	78	123	0.0379615752955391	-1.8658146526056	Down
BraA02002443	259.5	346	290	8.5	10	2	0.0070367581765239	5.44899761736788	Up
BraA02002444	259.5	346	290	8.5	10	2	0.0070367581765239	5.44899761736788	Up
BraA02002446	68	75	74	59	51	64	0.0423305420561074	0.318607736595751	Not sig
BraA02002447	244	171	185	205	237	243	0.343341968303772	-0.191141487352008	Not sig
BraA02002449	102	131	125	65	97	146	0.562515766992857	0.217029236569355	Not sig
BraA02002450	0.005	4	2	0.005	0.005	0.005	0.225532721242951	8.64505793498448	Not sig
BraA02002451	12	6	4	11	8	12	0.347109390912928	-0.494764691749578	Not sig
BraA02002452	2	1	2	2	1	1	0.518518518518518	0.321928094887363	Not sig
BraA02002454	2	1	5	0.005	0.005	0.005	0.157183645736135	9.05889368905357	Not sig
BraA02002457	7	8	5	10	12	15	0.0387552315274113	-0.887525270741587	Not sig
BraA02002459	94	116	78	46	66	63	0.0550319820829284	0.718713889609984	Not sig
BraA02002460	1	1	0.005	32	55	34	0.0324906571246855	-5.9152610005944	Down
BraA02002462	23	18	3	52	46	62	0.00827460857464092	-1.86249647625007	Down
BraA02002463	8	27	10	9	9	7	0.383944614140172	0.84799690655495	Not sig
BraA02002465	0.005	0.005	1	1	1	6	0.295488268080055	-2.98564470702293	Not sig
BraA02002466	411	621	332	749	958	1551	0.106428468158522	-1.25614295950135	Not sig
BraA02002468	9	18	8	1	6	0.005	0.0793565949150644	2.32089796628887	Not sig
BraA02002469	3	3	5	5	9	16	0.183335213412415	-1.44745897697122	Not sig
BraA02002470	111	186	177	287	369	401	0.0122348421596301	-1.15701641248442	Down
BraA02002473	0.005	0.005	1	377	507	678	0.0269291932796464	-10.5948234451649	Down
BraA02002474	0.005	0.005	0.005	1	0.005	1	0.183503419072274	-7.06249592573376	Not sig
BraA02002475	62	63	8	125	236	146	0.0469975536768975	-1.93055950150215	Down
BraA02002478	70	51	57	55	60	73	0.689699939650767	-0.0788554207112395	Not sig
BraA02002479	82	43	61	20	28	2	0.0353261756167165	1.89530262133331	Up
BraA02002482	34	10	19	6	7	12	0.206735049224758	1.33342373372519	Not sig
BraA02002488	1	0.005	1	5	9	2	0.144728362708389	-2.9963977633198	Not sig
BraA02002489	29	41	34	54	58	57	0.0164999862633655	-0.700439718141092	Not sig
BraA02002491	219.52	187.68	319.6	133.58	134.38	123.62	0.105558617525255	0.892251338587682	Not sig
BraA02002492	27	48	44	11	13	7	0.0371209539516746	1.94062145292107	Up
BraA02002493	504	447	625	415	569	505	0.696041803786028	0.0819237808742764	Not sig
BraA02002494	62	58	106	32	34	35	0.112998800343175	1.16196747966339	Not sig
BraA02002495	0.005	0.005	0.005	14	11	20	0.0297496131787025	-11.5507467853832	Down
BraA02002496	1	6.48	4	2	6.73	5	0.739605738360076	-0.258208983471413	Not sig
BraA02002497	2	0.005	1	14	20	21	0.0113587543300079	-4.1939947225882	Down
BraA02002499	106	37	88	140	121	188	0.0646899686072388	-0.958822593325089	Not sig
BraA02002503	799	737	1245	565	893	877	0.488627465489305	0.252181194749663	Not sig
BraA02002504	14	31	32	23	18	21	0.485066673208426	0.312590230308026	Not sig
BraA02002506	10	7	7	8	6	7	0.446539023334613	0.192645077942396	Not sig
BraA02002507	0.005	1	1	2	2	0.005	0.437051762570445	-0.99820000595379	Not sig
BraA02002513	1141	992	1526	475	571	520	0.0446252313734652	1.22436520304805	Up
BraA02002514	14	8	9	0.005	0.005	0.005	0.0308050731684454	11.0130899994404	Up
BraA02002516	464	321	439	715	724	807	0.00478726242163758	-0.875754369707949	Not sig
BraA02002517	13	13	6	4	3	3	0.0852165034403863	1.67807190511264	Not sig
BraA02002518	9	14	30	2	1	0.005	0.117987652047903	4.14055546362674	Not sig
BraA02002520	212	156	150	227	316	350	0.0559516925692951	-0.785708077434669	Not sig
BraA02002521	1756	1047	1467	654	997	706	0.0706493039357591	0.857284311257685	Not sig
BraA02002524	49	39	42	28	36	45	0.3025341722093	0.254183488251528	Not sig
BraA02002526	1156.97	1184.98	1677.83	319.05	389.51	378.83	0.0269945384587498	1.8862470799774	Up
BraA02002530	0.005	1	3	0.005	4	3	0.541651165824257	-0.806582808022108	Not sig
BraA02002534	187.03	245.02	290.17	68.95	75.49	85.17	0.028961799085195	1.65325289672251	Up
BraA02002542	23	9	33	71	114	147	0.0454601678263195	-2.35267161831847	Down
BraA02002544	13	3	2	7	6	4	0.934201274164982	0.082462160191973	Not sig
BraA02002546	0.005	0.005	0.005	6	2	1	0.188959920888352	-9.22881869049588	Not sig
BraA02002547	3	0.005	0.005	70	72	136	0.0513407503126195	-6.52917758573853	Not sig
BraA02002548	11	10	6	1	2	1	0.0325421980932723	2.75488750216347	Up
BraA02002549	60	70	62	301	331	306	0.000522580433554807	-2.28848161179422	Down
BraA02002550	60	24	42	288	293	505	0.0439322410146085	-3.10752846430444	Down
BraA02002551	100	132	112	186	198	217	0.00274397894741684	-0.804956426009087	Not sig
BraA02002552	437	487	573	38	29	26	0.00676555077768135	4.00869969495039	Up
BraA02002555	3.19	0.005	2.34	0.005	0.005	0.005	0.193014796581381	8.5274770060604	Not sig
BraA02002557	0.005	0.005	0.005	0.005	1	1	0.183503419072274	-7.06249592573376	Not sig
BraA02002558	120	256	115	237	614	358	0.152059504782309	-1.30001931493443	Not sig
BraA02002559	38	26	23	4	8	3	0.025130880418801	2.53605290024021	Up
BraA02002560	2	2	4	2	0.005	1	0.133262626581804	1.41263500906354	Not sig
BraA02002561	2	3	6	1	0.005	1	0.121391156326472	2.4558293819571	Not sig
BraA02002564	4	3	5	5	8	11	0.136553689125608	-1	Not sig
BraA02002565	0.005	0.005	0.005	4	12	13	0.0769905029162464	-10.9168746841811	Not sig
BraA02002568	1673	1378	1726	983	1102	1063	0.0281265448486681	0.601669335963779	Not sig
BraA02002570	78	63	71.95	63	69	77	0.83581626251433	0.0270117875820925	Not sig
BraA02002571	25	26	24	45	74	59	0.0540143258403524	-1.24691474047052	Not sig
BraA02002573	53	57	67	35	56	56	0.300780212602783	0.267933205246633	Not sig
BraA02002574	0.005	0.005	0.005	4	1	2	0.118503908908971	-8.86624861111117	Not sig
BraA02002581	121	131	140	109.15	146	153	0.741042342010993	-0.0582458029682645	Not sig
BraA02002595	482	429	507	260	260	273	0.00996362201252805	0.838464761535538	Not sig
BraA02002596	9	10	9	5	9	4	0.155513412462982	0.637429920615292	Not sig
BraA02002597	14	8	4	7	6	2	0.344785732160629	0.793549122532573	Not sig
BraA02002598	14	11	8	0.005	3	3	0.0178602683931967	2.45822987342754	Up
BraA02002599	2	3	2	1	0.005	0.005	0.0131990406846219	2.79299962908053	Up
BraA02002600	51	23	50	43	41	48	0.801185122637637	-0.0901978089715781	Not sig
BraA02002601	210	304	394	151	179	152	0.112079306071947	0.913659151060954	Not sig
BraA02002606	29	30	6	23	28	25	0.688144587111661	-0.225559700415131	Not sig
BraA02002607	246	297	79	28	27	26	0.111424353522672	2.94092076724598	Not sig
BraA02002608	13	6	3	20	11	5	0.432202812690427	-0.710493382805015	Not sig
BraA02002611	168	127	151	114	100	94	0.0419760149586478	0.534113359225403	Not sig
BraA02002612	25	7	9	14	11	9	0.725822707380973	0.270089163367744	Not sig
BraA02002613	15	15	7	105	102	95	2.68076726875519e-05	-3.02895137369613	Down
BraA02002614	33	16	22	25	29	27	0.575401495859614	-0.190102883379943	Not sig
BraA02002615	40	116	416	1	4	20	0.252902528969457	4.51601514700366	Not sig
BraA02002616	1	2	11	0.005	3	1	0.406642214863247	1.80555267942362	Not sig
BraA02002617	1	3	4	1	2	1	0.266693028651418	1	Not sig
BraA02002618	0.005	1	1	0.005	0.005	0.005	0.183503419072274	7.06249592573376	Not sig
BraA02002620	106.47	99.81	107.26	77.05	82.46	105.69	0.202443080531147	0.241568731756815	Not sig
BraA02002621	12.4	3.1	7.19	11.56	8.16	11.76	0.398105670765557	-0.472378931835149	Not sig
BraA02002625	334	256	335	299	285	301	0.663424831626963	0.0637759104333147	Not sig
BraA02002630	34	25	19	36	45	19	0.461733894476009	-0.358453970912476	Not sig
BraA02002632	145	91	195	48	34	50	0.0762124713438334	1.70714993973064	Not sig
BraA02002633	369	411	550	201	220	212	0.0498941077264613	1.07114884096021	Up
BraA02002638	18.5	12	18	15	19.5	18	0.623145941928809	-0.114332675478995	Not sig
BraA02002639	0.005	0.005	1	1	0.5	0.5	0.440490306287937	-0.98564470702293	Not sig
BraA02002640	2	1.5	0.5	5	1	4	0.232498289675803	-1.32192809488736	Not sig
BraA02002641	18.5	12	18	15	19.5	18	0.623145941928809	-0.114332675478995	Not sig
BraA02002642	0.005	0.005	1	1	0.5	0.5	0.440490306287937	-0.98564470702293	Not sig
BraA02002643	2	1.5	0.5	5	1	4	0.232498289675803	-1.32192809488736	Not sig
BraA02002647	155	149	145	179	235	211	0.0644436126452474	-0.477140744808303	Not sig
BraA02002648	71	51	42	25	36	33	0.0983012523564301	0.802963152940446	Not sig
BraA02002649	13	9	6	10	41	4	0.516217049906749	-0.974004791467055	Not sig
BraA02002652	9	8	10	9	14	14	0.174454545060841	-0.454565863465481	Not sig
BraA02002653	5	11	15	9	15	9	0.860416188826978	-0.0901978089715781	Not sig
BraA02002655	97.14	98	127	278	367	328	0.00728854621103131	-1.59475199427414	Down
BraA02002656	0.005	0.005	0.005	2	4	0.005	0.225532721242951	-8.64505793498448	Not sig
BraA02002657	43	32	6	11	8	2	0.205090152209481	1.94753258010586	Not sig
BraA02002658	8	4	3	56	128	99	0.0499900950573747	-4.23776764722336	Down
BraA02002659	27	21	28	21	17	14	0.0553676715159648	0.547487795302493	Not sig
BraA02002660	276	301	381	158	230	304	0.173389777426933	0.469253618099456	Not sig
BraA02002662	9	13	6	11	8	7	0.794362880533275	0.106915203916512	Not sig
BraA02002664	13	29	20	21	29	34	0.28988844098767	-0.438121112391885	Not sig
BraA02002665	21	8	11	21	24	24	0.125519450891844	-0.786596361890807	Not sig
BraA02002666	11.33	14.91	20.23	13.17	12	11.82	0.345718346143293	0.329164344386729	Not sig
BraA02002669	7.67	10.09	6.77	4.45	0.005	3.18	0.030448318080445	1.68384717176075	Up
BraA02002671	12.67	10	12	108	166	313	0.0944745985492013	-4.08160076168194	Not sig
BraA02002672	726	611	649	219	295	301	0.00105434500204498	1.28499365840993	Up
BraA02002674	0.005	0.005	0.005	7	1	13	0.180904504478371	-10.4512111118323	Not sig
BraA02002676	306	237	252	166	277	193	0.262580304581684	0.321928094887362	Not sig
BraA02002677	27.17	15.82	14.62	42	77	85	0.0557386682612403	-1.82417798926699	Not sig
BraA02002678	273.27	258	208	387	592	491	0.0429688679798939	-0.99164288081475	Not sig
BraA02002679	27	27	30	32	27	49	0.352231295448761	-0.362570079384708	Not sig
BraA02002680	0.005	0.005	0.005	5	14	6	0.0997493640141313	-10.7027498788283	Not sig
BraA02002681	313.07	352.48	239.49	3	1.92	0.9	0.0119624086336687	7.28081859295454	Up
BraA02002682	0.005	0.31	0.08	0.005	0.005	0.005	0.301487110498213	4.71881824745595	Not sig
BraA02002684	0.005	0.005	0.005	0.005	2	1	0.225662696077777	-7.64625867999003	Not sig
BraA02002685	150	125	125	138	116	173	0.661664338656749	-0.0942360698457656	Not sig
BraA02002686	27	105	13	8	10	4	0.288139954289219	2.72047747137764	Not sig
BraA02002687	73.55	109.6	74.85	77.79	100.26	67.15	0.79486101276738	0.0734120866198348	Not sig
BraA02002693	46	56	47	48	48	90	0.473443994992677	-0.31999029064587	Not sig
BraA02002695	14	6	2	142	242	272	0.0320090471188747	-4.89812038598079	Down
BraA02002697	53	68	23	71	53	101	0.233827403716511	-0.643856189774725	Not sig
BraA02002698	6	1	0.005	15	13	15	0.0146375992379979	-2.617879704046	Down
BraA02002699	5.57	15.67	12.65	46.11	6.33	21.48	0.369230078916703	-1.12510511993206	Not sig
BraA02002700	41	52	43	28	37	35	0.0533326052623454	0.443606651475615	Not sig
BraA02002701	5	1	0.005	1.92	6	4	0.367735652320474	-0.989148084756527	Not sig
BraA02002702	66	77	74	66	58	69	0.15996873058858	0.169094195176399	Not sig
